"","eb_pr_res_df","kappa_recovered","alpha_pos_recovered","alpha_neg_recovered","phi_recovered","rho_recovered","rl_off_recovered","epsilon_recovered","not_pun_bonus_recovered","kappa_simmed","alpha_pos_simmed","alpha_neg_simmed","phi_simmed","rho_simmed","rl_off_simmed","epsilon_simmed","not_pun_bonus_simmed","convergence","nll","sim","eb_ID"
"1",NA,2.00000005276723,0.00666420025858594,0.00106145833535486,0.485646458850007,0.874489173363071,0.244926319553868,0.00396100694117479,0.0202701946224143,2.07782717855311,0.00794749110422481,0,0.0629241618298683,0.89651457136767,0.440181317758151,0.0452412669830627,0.0625986317657386,0,202.637118515994,1,267
"2",NA,4.99999575646879,0.00499928095902298,1.31532841488738e-09,0.253929209107562,0.812039327642622,0.481537681328223,0.00917486290000524,0.408611802518731,4.72804037827646,0.00452577938679945,0,0.267738063735483,0.796256764792258,0.490176759655364,0.0110410342091912,0.388312953380512,0,285.419611509944,2,158
"3",NA,3.19045049062724,0.00987875881205103,1.0543360004405e-10,0.00113328576243793,0.91155684036364,0.806264149779998,0.00644295340153534,0.17539109829748,4.11661002520448,0.00934006746028448,0.00103757136450213,0.310127679509767,0.798882564154427,0.704652679991984,0.0125068441255294,0.0753738418397129,0,201.596510576187,3,110
"4",NA,4.99999988735724,0.0124519897173505,0.00468474199807268,0.00407835880972414,0.793900545479367,0.668382753009207,0.00139444565116678,0.106472969153938,5,0.0104674327621848,0.00614873383385698,0.134720446803896,0.700825870846227,0.45470694840536,0,0.133673267236979,0,127.118051828456,4,29
"5",NA,2.00000008745109,0.00613360691429729,8.26380207105047e-05,0.178493433844289,0.890563954716364,0.0157449006767163,0.000166741843859835,0.222505935182599,1.83537525040257,0.00783178800994759,0.000757062935215746,0.189445538292814,0.943470161931842,0.522166823067754,0,0.242243072441925,0,205.647887892803,5,200
"6",NA,2.9999990946452,0.011417702863037,8.01671849630526e-06,0.0135474149574504,0.98089005362434,0.398066982889292,0.0306639723237482,0.0465295154618745,4.03060322773484,0.0124744171159217,0.000303158721653713,0.0338530804500996,0.871630349036102,0.35946383639885,0.0491490982878975,0.318249615244867,0,181.336555124184,6,26
"7",NA,4.99996838540425,0.00639996233353962,1.76520826217338e-10,0.444151929655527,0.674923186440871,1.19150683372278e-05,6.5976988431618e-08,0.314226786753816,3.81560552224621,0.00817638265920076,0,0.338639173706121,0.647261320233123,0.314248484550123,0,0.33272655469677,0,222.760738584612,7,24
"8",NA,3.99999991482752,0.0186218045203745,0.00704561055815387,0.204574850826905,0.972356232634474,0.857031336684477,0.0169372212129265,0.270288703353089,2.9210993816644,0.011004709209081,0.0078284512611281,0.152135961016139,1,0.736395617322739,0.015799621893902,0.0872857058104795,0,154.986289449217,8,214
"9",NA,3.00000040620094,0.000137025634479009,0.00215297974169994,0.284085942766217,0.796428910664704,0.0672820708961709,0.075484580305717,0.317150732916696,2.84658353186138,0,0.00210480749982259,0.635229025914002,0.990354479977388,0.0949826717364613,0.036718694999515,0.331794910536468,0,382.758472447207,9,100
"10",NA,4.00000080770625,0.0190502802844008,7.60283590789933e-05,0.127933163610437,0.680256677947592,0.919775084279196,0.0335380030847055,0.00499073079294378,5,0.0175604786460528,0.0015171917342257,0,0.75328990545062,1,0.0182618666303493,0.149469596296487,0,201.085946059268,10,53
"11",NA,2.22097365762664,0.00169297666499272,9.84434671360908e-13,0.564134275905755,0.828794463800708,0.99999932213832,3.9845445299359e-08,0.746098752513695,4.68999262215107,0,0,0.497960247099119,0.716769388818803,0.245552332559262,0.0477394449263943,0.409427379137723,0,373.792682204744,11,162
"12",NA,2.63169814250589,0.0104796447257761,9.91255727028344e-11,0.563934997279501,0.999996596373554,0.537694733163136,0.0213440385386684,0.366917809006035,2.4625131412105,0.0102692565974562,8.089570222279e-05,0.519519744841582,0.857319728245304,0.629735288949708,0.0236547064754602,0.357567314347351,0,236.537483343167,12,37
