"","kappa","learning_bias","alpha_ck","phi","rho","ck_off","epsilon","not_pun_bonus","convergence","nll","ID"
"1",4.86179140462554,0.713057589779676,0.00601923427406949,0.182167638310777,0.988136280327171,0.658759071580698,0.0645863777558272,0.293834203874998,0,312.281891197297,1
"2",3.00000019557417,0.00277735436044536,0.00443529986946874,0.0870417462517925,0.844874852135693,0.561295713879629,0.0466352161219134,0.169555722867058,0,326.948180194131,2
"3",4.99999294549329,4.87083277292185e-09,0.0107891862633778,0.301607483272601,0.82485412586528,0.416133073088692,0.0183033486807462,0.260668569796434,0,175.940467161745,3
"4",4.99999995005753,0.385697463991564,0.00665515578548971,0.282724286343396,0.719695183862329,1.85615457714493e-09,0.00208062869435762,0.304989802827861,0,206.589803828243,4
"5",4.99999979632215,6.39648327923372e-07,0.00933968203559878,0.00659930002400448,0.944973188955743,4.97093751103164e-08,0.0200915051764306,0.165703587807182,0,150.121989207137,5
"6",4.00000038449761,0.0839166296065825,0.00611350779303836,0.0656211672689681,0.762335925399776,0.0277772529880875,0.0114367617023865,0.101167219005497,0,203.466068001368,6
"7",4.72542068979265,0.581834173262808,0.00696733020755071,0.50491468939149,0.714252781289856,3.44659598070635e-07,2.14075122050625e-10,0.240809003364323,0,258.459650664767,7
"8",4.9999993102812,0.695649599778093,0.00550067676909891,0.269174286508829,0.872186663515144,0.375039323937864,0.0217088594451359,0.309054986504721,0,253.811024635212,8
"9",3.00000002390323,0.000595609686903113,0.00995420715183838,0.182210833483255,0.886677036425923,0.000466839934389573,0.0141602713527448,0.299357966860356,0,175.080226713807,9
"10",4.46447232559412,0.698780278877114,0.00658125021539787,0.49244930981276,0.83338942968568,1.36460569053788e-08,0.00893293191723557,0.262039529883393,0,261.459940361374,10
"11",4.99999579859818,0.0182087823733611,0.00657049791889206,0.193828808817322,0.941499156699114,0.283259496438203,0.0128735578320421,0.0717976545652759,0,212.481876879005,11
"12",3.10481500343457,0.660071921704989,0.00685558531890534,0.377490543166564,0.990790966130935,0.446231573824848,0.0154673365445914,0.227291292743354,0,246.524435350271,12
"13",4.99999919975307,2.46293552062603e-08,0.00714518905722206,0.315946247889701,0.54887857159488,1.84459426792678e-08,0.0113575064296417,0.274812060695853,0,183.756523559251,13
"14",4.64788268324793,0.583449632871166,0.00768748065946171,0.345051291290013,0.762519905114917,0.667570706836733,0.0146744489325385,0.333333333448192,0,315.669847799764,14
"15",2.28014386979212,0.376242713851579,0.00797940216023234,0.0884082110779317,0.902299132264469,0.371869454841578,0.031021453002621,0.335990228779251,0,253.195186008873,15
"16",4.99969184844803,0.077639185021716,0.00882263955427658,0.096524019326041,0.604906681874768,0.157494572026501,0.0189399201371804,0.861672765492972,0,205.08910888868,16
"17",3.99999997564054,0.430790530841962,0.00852185217001908,0.28363844094659,0.862811138193592,0.0263422316351236,0.0104950764610809,0.277682316056529,0,171.128535537175,17
"18",4.77458012894405,0.887843843853322,0.00336661731663993,0.347413034399628,0.770284540922344,1.08613886672099e-10,0.0173588061736745,0.319256091129601,0,283.893093470113,18
"19",4.99999996618921,9.76623552701608e-09,0.00729631802045974,6.64504204502849e-08,0.910704796181396,0.102415662121867,0.0121571569142314,0.313058617442892,0,155.18517742526,19
"20",4.99999274251104,0.999997414419174,0.00277235936283756,0.0578527130985633,0.594961639462298,0.479196862964309,0.0946360459466392,0.0829745867670174,0,387.094748324702,20
"21",3.0406058156513,0.0616127468889515,0.00910119213939771,0.424263971163032,0.899425493145374,5.6073202310274e-09,0.0591651191771293,0.32449842829754,0,243.617326705888,21
"22",4.99999995349441,0.400278577868506,0.00721048288311556,0.000776198286190213,0.939699088908725,0.0332431920339767,0.0220543948553169,0.00167639508330485,0,161.866840108192,22
"23",4.99999991974218,2.32005934579359e-09,0.00618654033026218,0.395671154294554,0.999999933302336,1.36207455086224e-07,0.00898667874106889,0.307946281531269,0,193.50443191339,23
"24",4.9999998790248,6.18029985715548e-10,0.00847263910347299,1.76906102789752e-08,0.999999989098347,0.3774505428068,0.00594905763878309,0.307368592383648,0,153.116857535814,24
"25",4.99999999861048,2.51086601551523e-08,0.00826498533697628,0.0188651755067617,0.982331052349829,0.531335224210195,0.0313607240953348,0.146159262131141,0,204.176985507361,25
"26",4.99999777606482,0.957388457026213,0.00445171717907081,0.174363022205538,0.736893005074117,0.292370622344487,1.74599209160849e-09,0.299391986753433,0,267.013471195326,26
"27",4.99999983667288,2.638661018696e-08,0.00429506234291487,0.37863418768402,0.666383205593638,6.81483668761987e-07,0.0196609999682255,0.266694756981807,0,282.620245558896,27
"28",3.60374735553255,0.125585647976354,0.00483746543639354,0.616053431158727,0.93611966569056,2.75372048233031e-08,9.9846133416358e-09,0.289253465732561,0,275.337573795932,28
"29",4.88452001803266,0.00477403595288195,0.00673292204090825,0.0565020285569663,0.934816370384981,0.593705753319333,0.0292664872230059,0.00813142254056736,0,246.496114636783,29
"30",4.9999998269946,0.00788979473388671,0.00746215600608308,0.29156346380612,0.999999993740735,6.01213470635783e-09,0.00673711206363441,0.0490110065418007,0,134.564923156205,30
"31",4.99999996205741,0.547162895620519,0.00420558778391084,0.0247412409178942,0.793804640870962,0.225108235441279,0.0279013867201563,0.11220713247745,0,273.229640282848,31
"32",4.99999983931844,9.11695077537016e-09,0.012906156836132,0.200666009227305,0.895080665938787,0.576665512788049,0.0151671061452765,0.0472986891003214,0,176.016052743998,32
"33",4.9999998120101,1.2886009554282e-09,0.0120549471354588,0.327920871348188,0.948486429264184,0.568268684089917,0.0120380679375657,0.0910871380733174,0,159.889899040726,33
